date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.54588979671196,72.59889150198023,71.29230380764884,72.53851318359375,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.76568954597597,72.5940785568162,71.60870734459613,71.83331298828125,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,70.9541954829699,72.4443284378041,70.70301958367426,72.40568542480469,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.41533721540509,72.67134068922641,71.84536944211234,72.06514739990234,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.76807876823776,73.5262949460089,71.76807876823776,73.22440338134766,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.20254195863613,74.97296995476395,73.95137344000949,74.7797622680664,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.01403533204297,75.51396965111952,74.44647758118805,74.94882202148438,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.26521125345613,76.57662675415311,75.14686472001775,76.55005645751953,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.48725308231118,76.6973684411486,75.39319829942681,75.51636505126953,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.31590787968373,76.19742976100052,74.76042298692015,75.19273376464844,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.73615570871007,76.24575261001203,75.37388575466262,76.13465118408203,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.38340344954888,76.97994155406593,76.07668423312775,76.97753143310547,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.60559336877427,77.04755940221253,76.31819199284013,76.45585632324219,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,76.94129287751667,77.28182746630861,76.63457368368562,76.72876739501953,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.78190007438859,77.17797799443389,76.23366024847726,77.09828186035156,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.34461200102739,78.08846950735138,76.6852782289865,76.8760757446289,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,74.88361578521364,75.29660147871274,73.63257861706,74.61553955078125,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.49703974934148,76.89781358300051,75.3980184372133,76.7263412475586,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.35898301190313,79.1801266517597,77.61753550777614,78.33241271972656,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.4146666313588,78.27203580279424,76.9823558087521,78.21890258789062,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.50886365949354,77.9315119457232,74.456139298992,74.75078582763672,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.4925148518641,75.7120232909286,72.99017028996451,74.54551696777344,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.151548831137,77.19730542119127,75.74580830506335,77.00650787353516,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.13438742518179,78.43386895689102,77.03067714309759,77.63446044921875,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,77.90493506301061,78.54494373627665,77.34704001476739,78.54252624511719,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.04141124169928,78.29076000098544,76.98349458931148,77.47492980957031,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.05873445176091,77.84291076660156,75.97884915779663,77.84291076660156,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.33917517981024,78.41179815824636,77.15536891605744,77.37324523925781,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,77.8235202802382,79.21551716925477,77.8235202802382,79.21067810058594,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.48201992249481,78.97345520254548,78.27866815708352,78.64663696289062,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.61515688888446,78.91534913157656,78.15761730819476,78.66600036621094,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.34438761760448,77.40715079471983,76.16282276038466,77.2255859375,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.46767279180867,78.57400976696101,77.46767279180867,78.34402465820312,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.10433337158206,78.59334522089243,77.034308274592,77.54026794433594,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,77.13359500928858,77.57661741601534,75.16785392447004,75.78517150878906,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,71.96264068087156,73.63787524765361,70.01868623749388,72.18535614013672,222195200,0.0,0.0
2020-02-25 00:00:00-05:00,72.85589199099915,73.2383851838455,69.26817041225296,69.740234375,230673600,0.0,0.0
2020-02-26 00:00:00-05:00,69.36503539122887,72.11271828103145,69.35777309270347,70.84660339355469,198054800,0.0,0.0
2020-02-27 00:00:00-05:00,68.05049624740387,69.23671826456818,66.07990918137826,66.2154769897461,320605600,0.0,0.0
2020-02-28 00:00:00-05:00,62.27917850501872,67.39930676148282,62.06371796292895,66.17676544189453,426510000,0.0,0.0
2020-03-02 00:00:00-05:00,68.33614928810904,72.97452563881295,67.23223588558308,72.33783721923828,341397200,0.0,0.0
2020-03-03 00:00:00-05:00,73.5143929639958,73.59427823904339,69.18830204720706,70.04045104980469,319475600,0.0,0.0
2020-03-04 00:00:00-05:00,71.76411894811032,73.44903883256075,70.962813265488,73.28926086425781,219178400,0.0,0.0
2020-03-05 00:00:00-05:00,71.54139095760931,72.51699913623247,70.54641911205819,70.91197204589844,187572800,0.0,0.0
2020-03-06 00:00:00-05:00,68.26840771264928,70.40361287590572,68.08200372711875,69.97027587890625,226176800,0.0,0.0
2020-03-09 00:00:00-04:00,63.8503047343462,67.32182373363995,63.668739886760385,64.4361572265625,286744800,0.0,0.0
2020-03-10 00:00:00-04:00,67.09184552066098,69.34324665860709,65.21082898559138,69.07695007324219,285290000,0.0,0.0
2020-03-11 00:00:00-04:00,67.15237416724361,68.07956216167183,65.81362880191305,66.6778793334961,255598800,0.0,0.0
2020-03-12 00:00:00-04:00,61.95960879581329,65.36334381218688,60.03744172378647,60.09312057495117,418474000,0.0,0.0
2020-03-13 00:00:00-04:00,64.12627561961224,67.76483423256263,61.23575946723115,67.29276275634766,370732000,0.0,0.0
2020-03-16 00:00:00-04:00,58.572816419236986,62.719754836954735,58.10074857584745,58.63576126098633,322423600,0.0,0.0
2020-03-17 00:00:00-04:00,59.9188176066588,62.363888604538765,57.71340983694092,61.21398162841797,324056000,0.0,0.0
2020-03-18 00:00:00-04:00,58.04506677199188,60.52161001969285,57.403535489415574,59.71546173095703,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,59.88977664258158,61.20914727493639,58.732603515332364,59.257930755615234,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,59.83892290297791,60.96462703593952,55.19570687816326,55.49589538574219,401693200,0.0,0.0
2020-03-23 00:00:00-04:00,55.21508274022157,55.31675861475192,51.47000473892812,54.31694030761719,336752800,0.0,0.0
2020-03-24 00:00:00-04:00,57.219546221042535,59.96238579534628,56.720848788250144,59.76629638671875,287531200,0.0,0.0
2020-03-25 00:00:00-04:00,60.703176199981115,62.51882454095762,59.14171936553053,59.43706512451172,303602000,0.0,0.0
2020-03-26 00:00:00-04:00,59.67915672921516,62.62292535314042,59.64042200804535,62.56482696533203,252087200,0.0,0.0
2020-03-27 00:00:00-04:00,61.187358323126006,61.9426669648738,59.807466114568854,59.97450637817383,204216800,0.0,0.0
2020-03-30 00:00:00-04:00,60.700764195325654,61.85793725267391,60.376365510763634,61.68605422973633,167976400,0.0,0.0
2020-03-31 00:00:00-04:00,61.877294107845245,63.545265799093606,61.005781466460334,61.560157775878906,197002000,0.0,0.0
2020-04-01 00:00:00-04:00,59.67431113291772,60.21174335831203,57.890135142365466,58.321048736572266,176218400,0.0,0.0
