date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-04-02 00:00:00-04:00,58.18305551478086,59.34749072840286,57.350277549943364,59.29423141479492,165934000,0.0,0.0
2020-04-03 00:00:00-04:00,58.77859676208636,59.48064606073332,57.851405121245946,58.44209671020508,129880000,0.0,0.0
2020-04-06 00:00:00-04:00,60.739475339899066,63.69534816942203,60.371506677249634,63.5404167175293,201820400,0.0,0.0
2020-04-07 00:00:00-04:00,65.55700306601591,65.77488676591214,62.70038611330759,62.804481506347656,202887200,0.0,0.0
2020-04-08 00:00:00-04:00,63.605797071493534,64.72665861508077,63.240251523791564,64.41194915771484,168895200,0.0,0.0
2020-04-09 00:00:00-04:00,65.04863383479294,65.38029109822737,64.0802880085237,64.87674713134766,161834800,0.0,0.0
2020-04-13 00:00:00-04:00,64.95421592166439,66.25906545571533,64.35383885573385,66.1501235961914,131022800,0.0,0.0
2020-04-14 00:00:00-04:00,67.78421429432576,69.78142775121215,67.31214270390448,69.49092102050781,194994800,0.0,0.0
2020-04-15 00:00:00-04:00,68.36520092897909,69.31659875028247,67.93671064152491,68.85663604736328,131154400,0.0,0.0
2020-04-16 00:00:00-04:00,69.57079540604494,69.7693080402414,68.3531010291873,69.40375518798828,157125200,0.0,0.0
2020-04-17 00:00:00-04:00,68.91958300953867,69.46670067896375,67.02404221723192,68.4620361328125,215250000,0.0,0.0
2020-04-20 00:00:00-04:00,67.28794859412912,68.1909265506525,67.02165195482027,67.041015625,130015200,0.0,0.0
2020-04-21 00:00:00-04:00,66.8836393098129,67.11846344497374,64.25700003826536,64.96873474121094,180991600,0.0,0.0
2020-04-22 00:00:00-04:00,66.23727988733161,67.27583298086698,65.89594444342251,66.84008026123047,116862400,0.0,0.0
2020-04-23 00:00:00-04:00,66.78438351779307,68.2078529350214,66.5422970832411,66.5810317993164,124814400,0.0,0.0
2020-04-24 00:00:00-04:00,67.10635321481504,68.51287461154938,67.05793297952917,68.50318908691406,126161200,0.0,0.0
2020-04-27 00:00:00-04:00,68.21997863212916,68.8833007231406,67.77212447879492,68.55164337158203,117087600,0.0,0.0
2020-04-28 00:00:00-04:00,69.01399917951635,69.19556400981887,67.34845067537042,67.44043731689453,112004800,0.0,0.0
2020-04-29 00:00:00-04:00,68.92928862916094,70.12519647509855,68.72593686507632,69.65554809570312,137280800,0.0,0.0
2020-04-30 00:00:00-04:00,70.19537380762834,71.30171048124089,69.80561823131379,71.12498474121094,183064000,0.0,0.0
2020-05-01 00:00:00-04:00,69.29724154783354,72.38384357310822,69.20040845206991,69.97992706298828,240616800,0.0,0.0
2020-05-04 00:00:00-04:00,70.00413219040487,71.09836013147505,69.31418442698012,70.97005462646484,133568000,0.0,0.0
2020-05-05 00:00:00-04:00,71.43003164134032,72.868025831844,71.28477828502723,72.03524780273438,147751200,0.0,0.0
2020-05-06 00:00:00-04:00,72.7372996904726,73.41029979065098,72.35238308451844,72.77845764160156,142333600,0.0,0.0
2020-05-07 00:00:00-04:00,73.40545163246576,73.87752315205448,73.10284357834273,73.53133392333984,115215200,0.0,0.0
2020-05-08 00:00:00-04:00,74.1916086969269,75.33492052212418,73.86390577921274,75.2815170288086,133838400,0.205,0.0
2020-05-11 00:00:00-04:00,74.7887632077065,76.96129825485261,74.58000137090725,76.46611022949219,145946400,0.0,0.0
2020-05-12 00:00:00-04:00,77.15060674076052,77.60211024550932,75.47083798793751,75.59220886230469,162301200,0.0,0.0
2020-05-13 00:00:00-04:00,75.77185010542999,76.69427337454634,73.60173785754363,74.67951202392578,200622400,0.0,0.0
2020-05-14 00:00:00-04:00,73.91731459558865,75.19899111956893,73.19394129911058,75.1383056640625,158929200,0.0,0.0
2020-05-15 00:00:00-04:00,72.9074855679762,74.74018280409528,72.8734981674341,74.69406127929688,166348400,0.0,0.0
2020-05-18 00:00:00-04:00,76.01943893594208,76.82776572341807,75.32762345021945,76.45394134521484,135178400,0.0,0.0
2020-05-19 00:00:00-04:00,76.47093934712166,77.31810575212776,75.98060363958615,76.01216125488281,101729600,0.0,0.0
2020-05-20 00:00:00-04:00,76.87145968739159,77.56084540499204,76.8326201163857,77.4904556274414,111504800,0.0,0.0
2020-05-21 00:00:00-04:00,77.3521046904153,77.89342158394717,76.67485297832786,76.9127426147461,102688800,0.0,0.0
2020-05-22 00:00:00-04:00,76.65058301291332,77.4904750567076,76.54863559536585,77.40794372558594,81803200,0.0,0.0
